country_code,permalink,category_list,funding_round_type,raised_amount_usd
USA,duolingo,Crowdsourcing,venture,45000000.0
USA,duolingo,Crowdsourcing,venture,3300000.0
USA,duos-technologies,Hardware + Software,venture,1130000.0
USA,dupont,Agriculture,venture,9000000.0
USA,durafizz,Biotechnology,venture,250000.0
USA,dust-networks,Mobile,venture,22000000.0
USA,dust-networks,Mobile,venture,7000000.0
USA,dvdplay,Automated Kiosk,venture,20000000.0
USA,dvinewave,Technology,venture,5500000.0
USA,dvs-intelestream,Games,venture,28500000.0
USA,dvs-sciences,Manufacturing,venture,14600000.0
USA,dwellconnect,Services,venture,6250000.0
USA,dwellgreen,Clean Technology,venture,905000.0
USA,dwl,Customer Service,venture,31000000.0
USA,dwllr,CRM,venture,20000.0
USA,dwnld,Apps,venture,12000000.0
USA,dwolla,Accounting,venture,1000000.0
USA,dwolla,Accounting,venture,16500000.0
USA,dwolla,Accounting,venture,9700000.0
USA,dwolla,Accounting,venture,5000000.0
USA,dx-urgent-care,Biotechnology,venture,1950000.0
USA,dxcontinuum,Software,venture,1625000.0
USA,dxna,Biotechnology,venture,2500000.0
USA,dxterity,Biotechnology,venture,790000.0
USA,dxterity,Biotechnology,venture,56250.0
USA,dxupclose,Biotechnology,venture,1000000.0
USA,dydra,Software,venture,50000.0
USA,dyn,Cloud Computing,venture,38000000.0
USA,dynadec,Enterprise Software,venture,2000000.0
USA,dynamic-mobile-data,Enterprise Software,venture,10000000.0
USA,dynamic-organic-light,Hardware + Software,venture,1200000.0
USA,dynamic-signal,Content,venture,22000000.0
USA,dynamic-signal,Content,venture,13300000.0
USA,dynamic-signal,Content,venture,8000000.0
USA,dynamic-yield,Advertising,venture,2000000.0
USA,dynamic-yield,Advertising,venture,12225000.0
USA,dynamicops,Cloud Management,venture,5000000.0
USA,dynamicops,Cloud Management,venture,11300000.0
USA,dynamics,Finance,venture,5700000.0
USA,dynamics,Finance,venture,70000000.0
USA,dynamics,Finance,venture,35000000.0
USA,dynamics-direct,Advertising Platforms,venture,12500000.0
USA,dynamics-direct,Advertising Platforms,venture,5500000.0
USA,dynamics-direct,Advertising Platforms,venture,1800000.0
USA,dynamis-software,Software,venture,2100000.0
USA,dynamo-micropower,Hardware + Software,venture,645801.0
USA,dynamo-micropower,Hardware + Software,venture,25000.0
USA,dynapump,Energy,venture,12000000.0
USA,dynapump,Energy,venture,6000000.0
USA,dynasec,Software,venture,1000000.0
USA,dynasil,Manufacturing,venture,3000000.0
USA,dynatherm-medical,Health and Wellness,venture,817953.0
USA,dynatrace-software,Application Performance Monitoring,venture,5000000.0
USA,dynatrace-software,Application Performance Monitoring,venture,4000000.0
USA,dynatrace-software,Application Performance Monitoring,venture,12900000.0
USA,dynogen-pharmaceuticals,Health and Wellness,venture,50000000.0
USA,dynosense,Elder Care,venture,9400000.0
USA,dynova-laboratories-inc,Dietary Supplements,venture,15000000.0
USA,dysonics,Mobile Devices,venture,421057.0
USA,dyyno,Advertising,venture,4190000.0
USA,dyyno,Advertising,venture,2888664.0
USA,dyyno,Advertising,venture,7000000.0
USA,e-band-communications-corporation,Manufacturing,venture,3200000.0
USA,e-band-communications-corporation,Manufacturing,venture,10000000.0
USA,e-circuit-motors,Services,venture,7250000.0
USA,e-cube-energy,Manufacturing,venture,3000000.0
USA,e-duction,Enterprise Software,venture,13000000.0
USA,e-duction,Enterprise Software,venture,7500000.0
USA,e-health-records-international,Health and Wellness,venture,1521803.0
USA,e-la-carte,Hardware + Software,venture,4000000.0
USA,e-la-carte,Hardware + Software,venture,35000000.0
USA,e-la-carte,Hardware + Software,venture,13500000.0
USA,e-line-media,Software,venture,3934286.0
USA,e-nicotine-technologies,Health and Wellness,venture,3800000.0
USA,e-rewards,E-Commerce,venture,15000000.0
USA,e-scape-bio,Biotechnology,venture,20002700.0
USA,e-security-inc,Software,venture,5000000.0
USA,e-security-inc,Software,venture,13000000.0
USA,e-sens,Semiconductors,venture,1060000.0
USA,e-studiolive,Web Development,venture,2500000.0
USA,e-tab,Software,venture,765000.0
USA,e2e-materials,Clean Technology,venture,3400000.0
USA,e4-health,Health and Wellness,venture,3500000.0
USA,e4-x-inc,E-Commerce,venture,14000000.0
USA,e5-systems-inc,Information Technology,venture,10000000.0
USA,e8-security,Analytics,venture,9800000.0
USA,eachscape,Android,venture,3000000.0
USA,eagle-parent-holdings,Technology,venture,24395829.0
USA,eagle-pharmaceuticals,Health Care,venture,12348194.0
USA,eagle-test-systems,Health Care,venture,95000000.0
USA,eagleyemed,Biotechnology,venture,600000.0
USA,eap-technology-systems,Software,venture,275000.0
USA,eardish,Music,venture,200117.0
USA,eardish,Music,venture,500000.0
USA,earl-energy,Hardware + Software,venture,3175000.0
USA,earlens,Manufacturing,venture,36257945.0
USA,earlens,Manufacturing,venture,4607086.0
USA,earlyshares,Crowdfunding,venture,4700000.0
USA,earmark,Mobile,venture,50000.0
USA,earnest,Consumer Lending,venture,19800000.0
USA,earnest,Consumer Lending,venture,75000000.0
USA,earnest,Consumer Lending,venture,4300000.0
USA,earth-aid,Clean Energy,venture,4000000.0
USA,earth-networks,Clean Technology,venture,23000000.0
USA,earth-renewable-technologies,Local Businesses,venture,4150000.0
USA,earthclassmail,Email,venture,13300000.0
USA,earthclassmail,Email,venture,7400000.0
USA,earthclassmail,Email,venture,5100000.0
USA,earthineer,Marketplaces,venture,187500.0
USA,earthlink,Curated Web,venture,23598258.0
USA,earthnet,Software,venture,1999999.0
USA,earthstone-international,Manufacturing,venture,9000000.0
USA,ease-entertainment-services,Entertainment,venture,17000000.0
USA,easic,Semiconductors,venture,5000000.0
USA,easic,Semiconductors,venture,17000000.0
USA,easic,Semiconductors,venture,6416000.0
USA,easic,Semiconductors,venture,12500000.0
USA,easic,Semiconductors,venture,10700000.0
USA,easic,Semiconductors,venture,48000000.0
USA,easic,Semiconductors,venture,7500000.0
USA,easilydo,Contact Management,venture,4300000.0
USA,east-side-endoscopy,Health Care,venture,287655.0
USA,eastside-distilling,Hospitality,venture,2205000.0
USA,eastside-endoscopy-center,Health and Wellness,venture,696104.0
USA,easy-ice,Consumer Electronics,venture,20000000.0
USA,easy-metrics,Software,venture,3300000.0
USA,easy-metrics,Software,venture,1662384.0
USA,easy-solutions,Security,venture,3200000.0
USA,easy-solutions,Security,venture,11000000.0
USA,eat-club,E-Commerce,venture,5000000.0
USA,eat-club,E-Commerce,venture,10000000.0
USA,eating-recovery-center,Health Care,venture,5493124.0
USA,eatstreet,Delivery,venture,10000000.0
USA,eatstreet,Delivery,venture,15000000.0
USA,eatstreet,Delivery,venture,2000000.0
USA,eatwith,Curated Web,venture,8000000.0
USA,eaze-2,Cannabis,venture,11000000.0
USA,eb-holdings,Biotechnology,venture,107676692.0
USA,ebay,All Markets,venture,6700000.0
USA,ebdsoft,Software,venture,4550000.0
USA,ebh-holding-company,Services,venture,2000000.0
USA,ebh-holding-company,Services,venture,2999999.0
USA,ebh-holding-company,Services,venture,4000000.0
USA,ebillme,E-Commerce,venture,11000000.0
USA,ebillme,E-Commerce,venture,12000000.0
USA,ebioscience,Biotechnology,venture,55000000.0
USA,ebix,Software,venture,25000000.0
USA,ebr-systems,Biotechnology,venture,21000000.0
USA,ebr-systems,Biotechnology,venture,35000000.0
USA,ebr-systems,Biotechnology,venture,20000000.0
USA,ebr-systems,Biotechnology,venture,5000026.0
USA,ebridge,Curated Web,venture,2500000.0
USA,ebuddy,Databases,venture,9603593.0
USA,ebuddy,Databases,venture,6326500.0
USA,ebureau,Analytics,venture,12000000.0
USA,ebureau,Analytics,venture,10000000.0
USA,ebureau,Analytics,venture,8000000.0
USA,ebyline,Freelancers,venture,5000000.0
USA,ebyline,Freelancers,venture,1500000.0
USA,ecareer,Advertising,venture,16000.0
USA,ecaring,Health Care,venture,3500000.0
USA,ecast,Games,venture,12400000.0
USA,ecast,Games,venture,14000000.0
USA,ecast,Games,venture,1000000.0
USA,ecast,Games,venture,12300000.0
USA,ecast,Games,venture,17000000.0
USA,ecast,Games,venture,20000000.0
USA,ecert,Messaging,venture,8000000.0
USA,echelon,Communications Hardware,venture,16000000.0
USA,echo-global-logistics,Consulting,venture,17400000.0
USA,echo-therapeutics,Biotechnology,venture,10000000.0
USA,echo-therapeutics,Biotechnology,venture,2455126.0
USA,echo-therapeutics,Biotechnology,venture,4000000.0
USA,echo-therapeutics,Biotechnology,venture,3000000.0
USA,echo-therapeutics,Biotechnology,venture,562500.0
USA,echo-therapeutics,Biotechnology,venture,2896500.0
USA,echo-therapeutics,Biotechnology,venture,5500000.0
USA,echo360,EdTech,venture,18000000.0
USA,echo360,EdTech,venture,21784107.0
USA,echo360,EdTech,venture,31000000.0
USA,echobase,Mobile,venture,99983.0
USA,echobase,Mobile,venture,870000.0
USA,echobase,Mobile,venture,825100.0
USA,echodyne,Consumer Electronics,venture,15000000.0
USA,echofirst,Clean Technology,venture,13700000.0
USA,echogen-power-systems,Energy,venture,100000.0
USA,echometrix,Medical Devices,venture,325000.0
USA,echometrix,Medical Devices,venture,125000.0
USA,echopass-corporation,Web Hosting,venture,16379395.0
USA,echopass-corporation,Web Hosting,venture,4000000.0
USA,echopass-corporation,Web Hosting,venture,3000000.0
USA,echopass-corporation,Web Hosting,venture,6000000.0
USA,echopixel,Biotechnology,venture,1749999.0
USA,echosign,Curated Web,venture,2500000.0
USA,echosign,Curated Web,venture,6000000.0
USA,ecindx,Supply Chain Management,venture,2000000.0
USA,ecinity,Local Businesses,venture,1800000.0
USA,eckard-recovery-services,Health Care,venture,310000.0
USA,eckey,Hardware + Software,venture,1955244.0
USA,eclipse-aviation-corporation,Aerospace,venture,100000000.0
USA,ecnext,Analytics,venture,2500000.0
USA,ecnext,Analytics,venture,4000000.0
USA,eco-power-solutions,Clean Technology,venture,1700000.0
USA,eco-power-solutions,Clean Technology,venture,1999999.0
USA,eco-power-solutions,Clean Technology,venture,7000000.0
USA,eco-power-solutions,Clean Technology,venture,1999999.0
USA,eco-products,Clean Technology,venture,2000000.0
USA,eco-scraps,Clean Technology,venture,1500000.0
USA,eco-site,Mobile,venture,20850000.0
USA,eco2-plastics,Clean Technology,venture,6500000.0
USA,ecoark,Clean Technology,venture,6620650.0
USA,ecoast-sales-solutions,B2B,venture,2200000.0
USA,ecoatm,Clean Technology,venture,14400000.0
USA,ecoatm,Clean Technology,venture,17000000.0
USA,ecochlor,Clean Technology,venture,4100000.0
USA,ecochlor,Clean Technology,venture,1099715.0
USA,ecochlor,Clean Technology,venture,681543.0
USA,ecochlor,Clean Technology,venture,1714500.0
USA,ecodomus,Software,venture,500000.0
USA,ecofactor,Energy Efficiency,venture,3500000.0
USA,ecofactor,Energy Efficiency,venture,8000000.0
USA,ecofactor,Energy Efficiency,venture,5894996.0
USA,ecofactor,Energy Efficiency,venture,10000000.0
USA,ecogroomer,Curated Web,venture,295000.0
USA,ecolocap,Energy Efficiency,venture,6890000.0
USA,ecologic-brands,Manufacturing,venture,7000000.0
USA,ecologic-solutions,Clean Technology,venture,1725000.0
USA,ecomdash,E-Commerce,venture,1200000.0
USA,ecomdash,E-Commerce,venture,1200000.0
USA,ecomom,E-Commerce,venture,4700000.0
USA,ecomom,E-Commerce,venture,4000000.0
USA,ecomotors,Clean Technology,venture,23500000.0
USA,ecomotors,Clean Technology,venture,2750000.0
USA,ecomotors,Clean Technology,venture,32500000.0
USA,econais,Internet of Things,venture,850000.0
USA,econais,Internet of Things,venture,1500000.0
USA,econova,Clean Technology,venture,3579182.0
USA,ecopesticides,Chemicals,venture,400000.0
USA,ecopy,Software,venture,15800000.0
USA,ecora,Development Platforms,venture,7200000.0
USA,ecore-international,Clean Technology,venture,29000000.0
USA,ecorp,Energy,venture,40000000.0
USA,ecosense-lighting,Clean Technology,venture,9822684.0
USA,ecosense-lighting,Clean Technology,venture,25215501.0
USA,ecosense-lighting,Clean Technology,venture,13000000.0
USA,ecosmart-technologies,Clean Technology,venture,6021489.0
USA,ecosmart-technologies,Clean Technology,venture,5000000.0
USA,ecosphere-technologies,Clean Technology,venture,10000000.0
USA,ecosynthetix,Clean Technology,venture,10089048.0
USA,ecosynthetix,Clean Technology,venture,8700000.0
USA,ecotality,Clean Technology,venture,10000000.0
USA,ecotality,Clean Technology,venture,5000000.0
USA,ecotality,Clean Technology,venture,15500000.0
USA,ecotimber,Architecture,venture,4000000.0
USA,ecovative-designs,Clean Technology,venture,14000000.0
USA,ecovent,Building Products,venture,6900000.0
USA,ecredit,Credit,venture,8000000.0
USA,ecredit,Credit,venture,24000000.0
USA,ecrio,Software,venture,3000000.0
USA,ecrio,Software,venture,24000000.0
USA,ecrix,Web Development,venture,20000000.0
USA,ecullet,Heavy Industry,venture,38000000.0
USA,ecurv,Energy Efficiency,venture,2500000.0
USA,ecwid,E-Commerce,venture,5000000.0
USA,ecwid,E-Commerce,venture,1500000.0
USA,edc,Nonprofits,venture,5600000.0
USA,edcast-inc,All Students,venture,6000000.0
USA,eden-park-illumination,Electrical Distribution,venture,5606177.0
USA,eden-park-illumination,Electrical Distribution,venture,3777875.0
USA,eden-park-illumination,Electrical Distribution,venture,1099998.0
USA,eden-rock-communications,Mobile,venture,200000.0
USA,eden-rock-communications,Mobile,venture,500000.0
USA,edeniq,Biotechnology,venture,12400000.0
USA,edeniq,Biotechnology,venture,16000000.0
USA,edeniq,Biotechnology,venture,32000000.0
USA,edeniq,Biotechnology,venture,6150000.0
USA,edeniq,Biotechnology,venture,33120000.0
USA,edepoze,Services,venture,2785000.0
USA,edgar-online,Digital Media,venture,12000000.0
USA,edgar-online,Digital Media,venture,2000000.0
USA,edge-therapeutics,Biotechnology,venture,118500.0
USA,edge-therapeutics,Biotechnology,venture,219500.0
USA,edge-therapeutics,Biotechnology,venture,18000000.0
USA,edge-therapeutics,Biotechnology,venture,16500000.0
USA,edge-therapeutics,Biotechnology,venture,56000000.0
USA,edge-therapeutics,Biotechnology,venture,634500.0
USA,edgecast,Content,venture,6000000.0
USA,edgecast,Content,venture,54000000.0
USA,edgecast,Content,venture,10000000.0
USA,edgecast,Content,venture,4000000.0
USA,edgeconnex,Content,venture,7498000.0
USA,edgeconnex,Content,venture,2500001.0
USA,edgeconnex,Content,venture,4010000.0
USA,edgeio,E-Commerce,venture,5000000.0
USA,edgemont-pharmaceuticals,Biotechnology,venture,4845795.0
USA,edgespring,Analytics,venture,11000000.0
USA,edgewater-networks,Communications Hardware,venture,5000000.0
USA,edgewater-networks,Communications Hardware,venture,4753133.0
USA,edgewave-inc,Software,venture,845695.0
USA,edgewave-inc,Software,venture,6000000.0
USA,edgewave-inc,Software,venture,2000000.0
USA,edgewave-inc,Software,venture,3000000.0
USA,edico-genome,Biotechnology,venture,10000000.0
USA,ediets-com,Fitness,venture,23095008.0
USA,ediets-com,Fitness,venture,1572375.0
USA,ediets-com,Fitness,venture,1100002.0
USA,ediets-com,Fitness,venture,500000.0
USA,edimer-pharmaceuticals,Biotechnology,venture,18000000.0
USA,edison-dc-systems,Clean Technology,venture,1364259.0
USA,edison-pharmaceuticals,Biotechnology,venture,4250000.0
USA,edison-pharmaceuticals,Biotechnology,venture,3024907.0
USA,edison-pharmaceuticals,Biotechnology,venture,250026.0
USA,edison-pharmaceuticals,Biotechnology,venture,20000000.0
USA,edison-pharmaceuticals,Biotechnology,venture,4100000.0
USA,edison-pharmaceuticals,Biotechnology,venture,2753514.0
USA,editas-medicine,Biotechnology,venture,43000000.0
USA,editas-medicine,Biotechnology,venture,47000000.0
USA,editas-medicine,Biotechnology,venture,120000000.0
USA,edmodo,All Students,venture,30000000.0
USA,edmodo,All Students,venture,35000000.0
USA,edmodo,All Students,venture,7500000.0
USA,edmodo,All Students,venture,15000000.0
USA,edo-interactive,Advertising,venture,20000000.0
USA,edo-interactive,Advertising,venture,7000100.0
USA,edo-interactive,Advertising,venture,5000000.0
USA,edo-interactive,Advertising,venture,15000000.0
USA,edo-interactive,Advertising,venture,8500000.0
USA,edo-interactive,Advertising,venture,2000000.0
USA,edo-interactive,Advertising,venture,2000000.0
USA,edo-interactive,Advertising,venture,3000000.0
USA,edo-interactive,Advertising,venture,3500000.0
USA,edo-interactive,Advertising,venture,7500000.0
USA,edo-interactive,Advertising,venture,20000000.0
USA,edoorways-international,Software,venture,67737.0
USA,edoorways-international,Software,venture,5000000.0
USA,edossea,Hardware + Software,venture,100000.0
USA,edp-biotech,Biotechnology,venture,705000.0
USA,edp-biotech,Biotechnology,venture,516000.0
USA,edp-biotech,Biotechnology,venture,1285000.0
USA,edrolo,Education,venture,2058303.0
USA,edsurge,Curated Web,venture,960000.0
USA,edsurge,Curated Web,venture,1500000.0
USA,edtrips,Education,venture,1900000.0
USA,education-com,Education,venture,2260000.0
USA,education-com,Education,venture,3500000.0
USA,education-com,Education,venture,9750000.0
USA,education-com,Education,venture,5000000.0
USA,education-com,Education,venture,4500000.0
USA,education-com,Education,venture,15000000.0
USA,education-elements,EdTech,venture,6000000.0
USA,educreations,Education,venture,2200000.0
USA,edufii,EdTech,venture,1400000.0
USA,edufire,Education,venture,1300000.0
USA,edumedics,Biotechnology,venture,1052713.0
USA,edusourced,Colleges,venture,735000.0
USA,edventures,EdTech,venture,150000.0
USA,edventures,EdTech,venture,215000.0
USA,edventures,EdTech,venture,450000.0
USA,edvert,Advertising,venture,1040000.0
USA,eegoes,Events,venture,1447100.0
USA,eegoes,Events,venture,150000.0
USA,eegoes,Events,venture,500000.0
USA,eero,Consumer Electronics,venture,35000000.0
USA,efashion-solutions,Curated Web,venture,3000000.0
USA,efashion-solutions,Curated Web,venture,17400000.0
USA,effcon-mxr,Biotechnology,venture,721566.0
USA,effector-therapeutics,Biotechnology,venture,45000000.0
USA,efficas,Biotechnology,venture,4720000.0
USA,efficient-drivetrains,Clean Technology,venture,625000.0
USA,efficient-drivetrains,Clean Technology,venture,3500000.0
USA,efficient-frontier,Advertising,venture,6000000.0
USA,efficient-power-conversion,Hardware + Software,venture,7500000.0
USA,efilecabinet,Accounting,venture,11048093.0
USA,efilecabinet,Accounting,venture,1000000.0
USA,efilecabinet,Accounting,venture,14000000.0
USA,efreightsolutions-holdings,Software,venture,1000000.0
USA,efreightsolutions-holdings,Software,venture,2500000.0
USA,efreightsolutions-holdings,Software,venture,15000000.0
USA,eg-technology,Services,venture,5000000.0
USA,eg-technology,Services,venture,8000000.0
USA,eg-technology,Services,venture,7400000.0
USA,egames,Games,venture,500000.0
USA,egen,Biotechnology,venture,12000000.0
USA,egen,Biotechnology,venture,3917335.0
USA,eggrock-partners,Consulting,venture,2500000.0
USA,egifter,E-Commerce,venture,1549936.0
USA,egifter,E-Commerce,venture,1694279.0
USA,egifter,E-Commerce,venture,2016518.0
USA,egifter,E-Commerce,venture,3500000.0
USA,egistics,Enterprises,venture,7600000.0
USA,egistics,Enterprises,venture,1264292.0
USA,egnyte,Cloud Computing,venture,6000000.0
USA,egnyte,Cloud Computing,venture,29500000.0
USA,egnyte,Cloud Computing,venture,16000000.0
USA,egnyte,Cloud Computing,venture,10000000.0
USA,egos-ventures,Android,venture,300000.0
USA,egt,Software,venture,20500000.0
USA,ehang,Drones,venture,42000000.0
USA,ehang,Drones,venture,10000000.0
USA,eharmony,Curated Web,venture,3000000.0
USA,eharmony,Curated Web,venture,110000000.0
USA,ehealth-technologies-2,Enterprise Software,venture,1295974.0
USA,ehealth-technologies-2,Enterprise Software,venture,4800000.0
USA,ehealth-technologies-2,Enterprise Software,venture,2500000.0
USA,ehealthdirect,E-Commerce,venture,43800000.0
USA,ehsmanager,Health Care,venture,3500000.0
USA,eiger-biopharmaceuticals,Biotechnology,venture,8300000.0
USA,eiger-biopharmaceuticals,Biotechnology,venture,8740630.0
USA,eightfold-logic,Advertising,venture,5200000.0
USA,eightfold-logic,Advertising,venture,3200000.0
USA,eightfold-logic,Advertising,venture,1017308.0
USA,eightfold-logic,Advertising,venture,445683.0
USA,eightfold-logic,Advertising,venture,8000000.0
USA,eightfold-logic,Advertising,venture,2000000.0
USA,eink,Hardware + Software,venture,37000000.0
USA,eink,Hardware + Software,venture,15800000.0
USA,eink,Hardware + Software,venture,16000000.0
USA,einstruction,Hardware + Software,venture,100000.0
USA,einstruction,Hardware + Software,venture,49500000.0
USA,eiq-energy,Clean Technology,venture,10000000.0
USA,eiq-energy,Clean Technology,venture,4000000.0
USA,eiqnetworks,Enterprise Software,venture,999999.0
USA,eiqnetworks,Enterprise Software,venture,10000000.0
USA,eisenworld-2,Innovation Management,venture,7000000.0
USA,ejamming,Music,venture,1690000.0
USA,ejamming,Music,venture,150000.0
USA,eka-systems,Clean Technology,venture,12500000.0
USA,eka-systems,Clean Technology,venture,21500000.0
USA,eka-systems,Clean Technology,venture,18500000.0
USA,ekahau,Software,venture,16000000.0
USA,ekho-inc,Analytics,venture,1200000.0
USA,eko,Messaging,venture,5700000.0
USA,eko-devices,Health Care,venture,2000000.0
USA,ekos-corporation,Health Care,venture,5000000.0
USA,ekos-corporation,Health Care,venture,26000000.0
USA,ekos-corporation,Health Care,venture,18000000.0
USA,ekotrope,Real Estate,venture,1355042.0
USA,ekr-therapeutics,Biotechnology,venture,13000000.0
USA,ektron,Enterprise Software,venture,4500000.0
USA,elance,Career Management,venture,12000000.0
USA,elance,Career Management,venture,10000000.0
USA,elance,Career Management,venture,6800000.0
USA,elance,Career Management,venture,16000000.0
USA,elance,Career Management,venture,50000000.0
USA,elanti-systems,Software,venture,5500000.0
USA,elastic-intelligence,Enterprise Software,venture,3400000.0
USA,elastica,Cloud Security,venture,30000000.0
USA,elastica,Cloud Security,venture,6300000.0
USA,elasticbox,Cloud Computing,venture,9000000.0
USA,elasticsearch,Cloud Computing,venture,10000000.0
USA,elasticsearch,Cloud Computing,venture,70000000.0
USA,elasticsearch,Cloud Computing,venture,24000000.0
USA,elastra,Enterprise Software,venture,2199998.0
USA,elastra,Enterprise Software,venture,12249997.0
USA,elateral,Software,venture,1095507.0
USA,elateral,Software,venture,253201.0
USA,elateral,Software,venture,255889.0
USA,elcelyx-therapeutics,Biotechnology,venture,4000000.0
USA,elcelyx-therapeutics,Biotechnology,venture,24720101.0
USA,elcelyx-therapeutics,Biotechnology,venture,40000000.0
USA,elcelyx-therapeutics,Biotechnology,venture,21125008.0
USA,elcelyx-therapeutics,Biotechnology,venture,5800000.0
USA,elcelyx-therapeutics,Biotechnology,venture,1200000.0
USA,eldarion,Cloud Computing,venture,500000.0
USA,eldervision,E-Commerce,venture,1800000.0
USA,electratherm,Clean Technology,venture,5400000.0
USA,electratherm,Clean Technology,venture,2600000.0
USA,electric-imp,Home Automation,venture,15000000.0
USA,electric-imp,Home Automation,venture,8000000.0
USA,electric-objects,Electronics,venture,4999994.0
USA,electrikus,Hardware + Software,venture,5000.0
USA,electro-luminx,Clean Technology,venture,1000000.0
USA,electro-petroleum,Clean Technology,venture,3000000.0
USA,electrocore,Health Care,venture,50000000.0
USA,electrojet,Design,venture,500000.0
USA,electrojet,Design,venture,288585.0
USA,electronic-cigarettes-international-group,Consumer Goods,venture,18000000.0
USA,electronic-cigarettes-international-group,Consumer Goods,venture,41000000.0
USA,electronic-commerce,Software,venture,40000000.0
USA,electronic-compliance-solutions,Biotechnology,venture,370000.0
USA,electronic-compliance-solutions,Biotechnology,venture,677445.0
USA,electronic-warfare-associates,Electronics,venture,21500000.0
USA,electronifie,Corporate Wellness,venture,5743000.0
USA,electrum-partners,Services,venture,500000.0
USA,elematics,Software,venture,10000000.0
USA,element-designs,Interior Design,venture,200000.0
USA,element-id,Manufacturing,venture,50000.0
USA,element-labs,Curated Web,venture,2000000.0
USA,element-labs,Curated Web,venture,12750000.0
USA,element-power,Clean Technology,venture,183000000.0
USA,elemental-cyber-security,Security,venture,11000000.0
USA,elemental-foundry,Collaboration,venture,1000000.0
USA,elemental-led,Hardware + Software,venture,850000.0
USA,elemental-technologies,Enterprises,venture,13000000.0
USA,elemental-technologies,Enterprises,venture,9500000.0
USA,elemental-technologies,Enterprises,venture,14500000.0
USA,elemental-technologies,Enterprises,venture,7100000.0
USA,elements-behavioral-health,Hospitality,venture,62814000.0
USA,elementum,Enterprise Software,venture,50000000.0
USA,elementum,Enterprise Software,venture,17000000.0
USA,elenza,Health Care,venture,3329746.0
USA,elenza,Health Care,venture,24000000.0
USA,eleutian-technology,EdTech,venture,10000000.0
USA,elevance-renewable-sciences,Clean Technology,venture,50000000.0
USA,elevance-renewable-sciences,Clean Technology,venture,40000000.0
USA,elevance-renewable-sciences,Clean Technology,venture,100000000.0
USA,elevance-renewable-sciences,Clean Technology,venture,104000000.0
USA,elevate-digital,Software,venture,1500000.0
USA,elevate-digital,Software,venture,3000000.0
USA,elevate-digital,Software,venture,2700000.0
USA,elevate-digital,Software,venture,4000000.0
USA,elevate-hr,Software,venture,1000000.0
USA,elevate-labs,Apps,venture,6500000.0
USA,elevation-pharmaceuticals,Biotechnology,venture,30000000.0
USA,elevation-pharmaceuticals,Biotechnology,venture,17000000.0
USA,elevation-pharmaceuticals,Biotechnology,venture,30000000.0
USA,elevation-pharmaceuticals,Biotechnology,venture,12400001.0
USA,elevator-labs,Public Relations,venture,20000000.0
USA,eleven-biotherapeutics,Biotechnology,venture,35000000.0
USA,eleven-biotherapeutics,Biotechnology,venture,20000000.0
USA,eleven-james,Hardware + Software,venture,6723791.0
USA,eleven-wireless,Cloud Computing,venture,125000.0
USA,eliassen-group,Consulting,venture,14400000.0
USA,elicit,Search,venture,525000.0
USA,elicit,Search,venture,1500000.0
USA,elite-meetings-international,Health Care,venture,202049.0
USA,elite-pharmaceuticals,Biotechnology,venture,205038.0
USA,elite-pharmaceuticals,Biotechnology,venture,1000000.0
USA,elixir-medical,Health Care,venture,5299700.0
USA,elixir-pharmaceuticals,Biotechnology,venture,46000000.0
USA,elixir-pharmaceuticals,Biotechnology,venture,12000000.0
USA,eliyon-technologies,Technology,venture,7000000.0
USA,ella-health,Health and Wellness,venture,4100000.0
USA,ella-health,Health and Wellness,venture,3000000.0
USA,ella-health,Health and Wellness,venture,1000000.0
USA,ellacoya-networks,Web Hosting,venture,13500000.0
USA,ellacoya-networks,Web Hosting,venture,25000000.0
USA,ellacoya-networks,Web Hosting,venture,13000000.0
USA,ellevate-network,Education,venture,2000000.0
USA,ellevation,Software,venture,2000000.0
USA,ellevation,Software,venture,2350000.0
USA,ellevation,Software,venture,1500000.0
USA,elli-health,Health Care,venture,774217.0
USA,elli-health,Health Care,venture,200000.0
USA,ellipse-technologies,Hardware + Software,venture,17600000.0
USA,ellipse-technologies,Hardware + Software,venture,1807715.0
USA,ellipse-technologies,Hardware + Software,venture,3000000.0
USA,ello-inc,Networking,venture,5500000.0
USA,ello-inc,Networking,venture,5000000.0
USA,elm-city-market-community,Curated Web,venture,1555000.0
USA,eloqua,B2B,venture,23000000.0
USA,eloqua,B2B,venture,12800000.0
USA,eloquence-communications,Health Care,venture,1686275.0
USA,eloquii,Designers,venture,6000000.0
USA,elucent-medical,Health Care,venture,400000.0
USA,elucid-bioimaging,Biotechnology,venture,375000.0
USA,elux-medical,Medical,venture,250000.0
USA,emagin,Displays,venture,5733000.0
USA,email-data-source,Advertising,venture,552167.0
USA,email-data-source,Advertising,venture,1500000.0
USA,emailage,Fraud Detection,venture,3800000.0
USA,emailfilm-technologies,Software,venture,234483.0
USA,emarketer,Advertising,venture,25000000.0
USA,emba-medical,Medical,venture,2308463.0
USA,embark-holdings,Health and Wellness,venture,143500.0
USA,embee-mobile,Facebook Applications,venture,280000.0
USA,ember,Mobile,venture,81000000.0
USA,ember,Mobile,venture,20000000.0
USA,ember,Mobile,venture,12000000.0
USA,ember-technologies,Consumer Electronics,venture,1410000.0
USA,ember-technologies,Consumer Electronics,venture,1100000.0
USA,ember-therapeutics,Biotechnology,venture,34000000.0
